genre_ids,original_language,popularity,title,vote_average,vote_count,studio,domestic_gross,foreign_gross,year,release_date,production_budget,worldwide_gross,genre_names
"[28, 80, 53]",en,16.078,Taken 2,6.2,4035,Fox,139900000.0,236300000.0,2012,2012-10-05,45000000.0,377807404.0,"['Action', 'Crime', 'Thriller']"
"[18, 53]",en,15.793,Argo,7.2,5127,WB,136000000.0,96300000.0,2012,2012-10-12,44500000.0,227140757.0,"['Drama', 'Thriller']"
"[35, 14]",en,15.75,Dark Shadows,5.9,4197,WB,79700000.0,165800000.0,2012,2012-05-11,150000000.0,238202668.0,"['Comedy', 'Fantasy']"
[28],en,15.457,The Man with the Iron Fists,5.3,573,Uni.,15600000.0,4099999.0,2012,2012-11-02,15000000.0,22018988.0,['Action']
"[18, 35, 10749]",en,15.350999999999999,Silver Linings Playbook,7.1,7636,Wein.,132100000.0,104300000.0,2012,2012-11-16,21000000.0,236412453.0,"['Drama', 'Comedy', 'Romance']"
"[16, 35, 10751, 14]",en,15.318,Hotel Transylvania,6.9,5013,Sony,148300000.0,210100000.0,2012,2012-09-28,85000000.0,378505812.0,"['Animation', 'Comedy', 'Family', 'Fantasy']"
[18],en,15.148,The Perks of Being a Wallflower,7.8,5938,LG/S,17700000.0,15600000.0,2012,2012-09-21,13000000.0,33069303.0,['Drama']
"[12, 18, 28]",en,15.0,Life of Pi,7.3,8723,Fox,125000000.0,484000000.0,2012,2012-11-21,120000000.0,620912003.0,"['Adventure', 'Drama', 'Action']"
"[14, 12, 28]",en,14.991,Wrath of the Titans,5.6,2442,WB,83700000.0,221600000.0,2012,2012-03-30,150000000.0,305270083.0,"['Fantasy', 'Adventure', 'Action']"
"[16, 10751, 14]",en,14.934000000000001,Rise of the Guardians,7.3,3697,P/DW,103400000.0,203500000.0,2012,2012-11-21,145000000.0,306900902.0,"['Animation', 'Family', 'Fantasy']"
"[28, 35, 80]",en,14.835999999999999,21 Jump Street,6.8,6527,Sony,138400000.0,63100000.0,2012,2012-03-16,42000000.0,202812429.0,"['Action', 'Comedy', 'Crime']"
"[18, 878]",en,14.681,Cloud Atlas,6.8,4505,WB,27100000.0,103400000.0,2012,2012-10-26,102000000.0,130673154.0,"['Drama', 'Science Fiction']"
"[53, 18]",en,14.66,The Impossible,7.2,3614,LG/S,19000000.0,161300000.0,2012,2012-12-21,40000000.0,169590606.0,"['Thriller', 'Drama']"
"[27, 53]",en,14.658,Chernobyl Diaries,5.0,842,WB,18100000.0,19000000.0,2012,2012-05-25,1000000.0,42411721.0,"['Horror', 'Thriller']"
"[16, 35, 10751]",en,14.627,Frankenweenie,6.8,1685,BV,35300000.0,46200000.0,2012,2012-10-05,39000000.0,81150788.0,"['Animation', 'Comedy', 'Family']"
"[35, 14]",en,14.475,Ted,6.3,7727,Uni.,218800000.0,330600000.0,2012,2012-06-29,50000000.0,556016627.0,"['Comedy', 'Fantasy']"
"[12, 28, 878]",en,14.454,Journey 2: The Mysterious Island,5.9,2152,WB (NL),103900000.0,231400000.0,2012,2012-02-10,79000000.0,318146162.0,"['Adventure', 'Action', 'Science Fiction']"
"[53, 18, 36]",en,14.239,Zero Dark Thirty,6.9,2553,Sony,95700000.0,37100000.0,2012,2012-12-19,52500000.0,134612435.0,"['Thriller', 'Drama', 'History']"
"[878, 12, 14]",en,14.212,The Hunger Games,7.1,14587,LGF,408000000.0,286400000.0,2012,2012-03-23,80000000.0,677923379.0,"['Science Fiction', 'Adventure', 'Fantasy']"
"[35, 18, 10749]",en,14.085999999999999,Moonrise Kingdom,7.7,3023,Focus,45500000.0,22800000.0,2012,2012-05-25,16000000.0,68848446.0,"['Comedy', 'Drama', 'Romance']"
"[35, 10402, 10749]",en,13.886,Pitch Perfect,7.3,4233,Uni.,65000000.0,50300000.0,2012,2012-09-28,17000000.0,116044347.0,"['Comedy', 'Music', 'Romance']"
"[80, 18, 53]",en,13.742,Killer Joe,6.5,703,LD,2000000.0,1700000.0,2012,2012-07-27,10000000.0,4659110.0,"['Crime', 'Drama', 'Thriller']"
"[18, 35]",en,13.7,Magic Mike,6.1,1850,WB,113700000.0,53500000.0,2012,2012-06-29,7000000.0,170549753.0,"['Drama', 'Comedy']"
"[53, 27, 9648]",en,13.681,Silent Hill: Revelation 3D,5.2,786,ORF,17500000.0,34800000.0,2012,2012-10-26,20000000.0,55975672.0,"['Thriller', 'Horror', 'Mystery']"
"[10751, 16, 12, 35]",en,13.32,ParaNorman,6.8,1358,Focus,56000000.0,51100000.0,2012,2012-08-17,60000000.0,108119662.0,"['Family', 'Animation', 'Adventure', 'Comedy']"
"[28, 878]",en,13.222999999999999,Dredd,6.7,2788,LGF,13400000.0,22200000.0,2012,2012-09-21,45000000.0,41467606.0,"['Action', 'Science Fiction']"
"[12, 35, 18, 10751, 14]",en,13.220999999999998,Mirror Mirror,5.8,2099,Rela.,64900000.0,118100000.0,2012,2012-03-30,85000000.0,173613482.0,"['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']"
"[80, 18, 53]",en,13.152000000000001,End of Watch,7.3,1770,ORF,41000000.0,7100000.0,2012,2012-09-21,15000000.0,57586606.0,"['Crime', 'Drama', 'Thriller']"
"[18, 10749]",en,13.14,The Lucky One,6.9,2012,WB,60500000.0,38900000.0,2012,2012-04-20,25000000.0,96633833.0,"['Drama', 'Romance']"
"[28, 53]",en,13.116,Safe House,6.4,1997,Uni.,126400000.0,81700000.0,2012,2012-02-10,85000000.0,208542162.0,"['Action', 'Thriller']"
"[18, 10749]",en,13.046,The Vow,7.1,2409,SGem,125000000.0,71100000.0,2012,2012-02-10,30000000.0,197618160.0,"['Drama', 'Romance']"
[18],en,12.829,The Master,7.1,1323,Wein.,16399999.0,11900000.0,2012,2012-09-14,37500000.0,50647416.0,['Drama']
"[36, 28]",zh,0.6,The Master,4.0,1,Wein.,16399999.0,11900000.0,2012,2012-09-14,37500000.0,50647416.0,"['History', 'Action']"
[35],en,12.817,That's My Boy,5.5,831,Sony,36900000.0,20800000.0,2012,2012-06-15,57500000.0,58085235.0,['Comedy']
"[18, 27, 53]",en,12.780999999999999,The Woman in Black,6.1,2122,CBS,54300000.0,73400000.0,2012,2012-02-03,15000000.0,128955898.0,"['Drama', 'Horror', 'Thriller']"
"[36, 18]",en,12.693,Lincoln,6.8,2261,BV,182200000.0,93100000.0,2012,2012-11-09,65000000.0,273346281.0,"['History', 'Drama']"
[35],en,12.592,The Dictator,6.0,3042,Par.,59700000.0,119700000.0,2012,2012-05-16,65000000.0,180148897.0,['Comedy']
"[28, 14, 27]",en,12.498,Abraham Lincoln: Vampire Hunter,5.6,2009,Fox,37500000.0,79000000.0,2012,2012-06-22,67500000.0,137489730.0,"['Action', 'Fantasy', 'Horror']"
"[80, 28, 53]",en,12.484000000000002,Premium Rush,6.2,1244,Sony,20300000.0,10800000.0,2012,2012-08-24,35000000.0,31393201.0,"['Crime', 'Action', 'Thriller']"
"[53, 28, 18, 80]",en,12.357000000000001,Contraband,6.2,1114,Uni.,66500000.0,29700000.0,2012,2012-01-13,25000000.0,98406855.0,"['Thriller', 'Action', 'Drama', 'Crime']"
"[10749, 35, 18]",en,12.27,What to Expect When You're Expecting,5.9,1130,LGF,41200000.0,43200000.0,2012,2012-05-18,37500000.0,88473016.0,"['Romance', 'Comedy', 'Drama']"
"[28, 53, 10752]",en,12.197000000000001,Act of Valor,6.3,583,Rela.,70000000.0,11300000.0,2012,2012-02-24,12000000.0,82497035.0,"['Action', 'Thriller', 'War']"
"[80, 18]",en,12.147,Lawless,7.0,1660,Wein.,37400000.0,16300000.0,2012,2012-08-29,26000000.0,54393687.0,"['Crime', 'Drama']"
"[18, 53]",en,12.14,Arbitrage,6.2,459,RAtt.,7900000.0,27600000.0,2012,2012-09-14,12000000.0,35830713.0,"['Drama', 'Thriller']"
"[28, 35, 10749]",en,12.017000000000001,This Means War,6.0,2096,Fox,54800000.0,101700000.0,2012,2012-02-17,65000000.0,156974557.0,"['Action', 'Comedy', 'Romance']"
[18],en,11.692,Flight,6.7,3582,Par.,93800000.0,68000000.0,2012,2012-11-02,31000000.0,160558438.0,['Drama']
"[35, 18, 10402, 10749]",en,11.369000000000002,Rock of Ages,6.1,686,WB (NL),38500000.0,20900000.0,2012,2012-06-15,70000000.0,61031932.0,"['Comedy', 'Drama', 'Music', 'Romance']"
"[35, 10751]",en,11.36,Diary of a Wimpy Kid: Dog Days,6.2,440,Fox,49000000.0,28100000.0,2012,2012-08-03,22000000.0,77229695.0,"['Comedy', 'Family']"
"[80, 53]",en,11.298,Killing Them Softly,6.0,1105,Wein.,15000000.0,22900000.0,2012,2012-11-30,15000000.0,39238443.0,"['Crime', 'Thriller']"
"[28, 53, 878]",en,11.273,Lockout,5.9,1004,FD,14300000.0,17900000.0,2012,2012-04-13,20000000.0,33943049.0,"['Action', 'Thriller', 'Science Fiction']"
"[28, 53, 80]",en,11.263,Man on a Ledge,6.3,1460,LG/S,18600000.0,27600000.0,2012,2012-01-27,42000000.0,49621440.0,"['Action', 'Thriller', 'Crime']"
"[35, 80]",en,10.967,Seven Psychopaths,6.8,2109,CBS,15000000.0,4400000.0,2012,2012-10-12,13500000.0,33035736.0,"['Comedy', 'Crime']"
"[10402, 18, 10749]",en,10.925,Step Up Revolution,6.8,1252,LG/S,35100000.0,105400000.0,2012,2012-07-27,33000000.0,165552290.0,"['Music', 'Drama', 'Romance']"
"[10749, 35]",en,10.729000000000001,The Five-Year Engagement,5.8,742,Uni.,28800000.0,25100000.0,2012,2012-04-27,30000000.0,61623819.0,"['Romance', 'Comedy']"
"[18, 10749]",fr,10.705,Amour,7.7,746,SPC,6700000.0,13100000.0,2012,2012-12-19,9700000.0,36787044.0,"['Drama', 'Romance']"
[35],en,10.265999999999998,The Campaign,5.7,982,WB,86900000.0,18000000.0,2012,2012-08-10,95000000.0,104907746.0,['Comedy']
"[28, 35]",en,10.265,Here Comes the Boom,6.0,812,Sony,45300000.0,27800000.0,2012,2012-10-12,42000000.0,73239258.0,"['Action', 'Comedy']"
"[18, 28, 12, 36, 10752]",en,10.247,Red Tails,6.0,256,Fox,49900000.0,489000.0,2012,2012-01-20,58000000.0,50365498.0,"['Drama', 'Action', 'Adventure', 'History', 'War']"
"[28, 35, 878]",en,10.228,The Watch,5.4,1356,Fox,35400000.0,32900000.0,2012,2012-07-27,55000000.0,67130045.0,"['Action', 'Comedy', 'Science Fiction']"
[35],en,10.124,Parental Guidance,5.8,276,Fox,77300000.0,42500000.0,2012,2012-12-25,25000000.0,120832383.0,['Comedy']
"[18, 10749]",en,9.987,Anna Karenina,6.7,1265,Focus,12800000.0,56100000.0,2012,2012-11-16,49000000.0,71004627.0,"['Drama', 'Romance']"
"[28, 53, 80, 9648]",en,9.962,Alex Cross,5.1,424,LG/S,25900000.0,8700000.0,2012,2012-10-19,35000000.0,35426759.0,"['Action', 'Thriller', 'Crime', 'Mystery']"
"[35, 10749]",en,9.896,Wanderlust,5.4,693,Uni.,17500000.0,4200000.0,2012,2012-02-24,32500000.0,24159934.0,"['Comedy', 'Romance']"
"[35, 80]",en,9.715,Project X,6.4,2968,WB,54700000.0,48000000.0,2012,2012-03-02,12000000.0,103028188.0,"['Comedy', 'Crime']"
[99],en,1.39,Project X,5.6,7,WB,54700000.0,48000000.0,2012,2012-03-02,12000000.0,103028188.0,['Documentary']
"[10749, 35, 18]",en,9.562999999999999,To Rome with Love,5.7,1097,SPC,16700000.0,56600000.0,2012,2012-06-22,21500000.0,74326015.0,"['Romance', 'Comedy', 'Drama']"
[35],en,9.357999999999999,The Three Stooges,5.1,215,Fox,44300000.0,10500000.0,2012,2012-04-13,30000000.0,54052249.0,['Comedy']
"[14, 18, 35, 10751]",en,9.216000000000001,The Odd Life of Timothy Green,6.7,605,BV,51900000.0,4200000.0,2012,2012-08-15,40000000.0,55249159.0,"['Fantasy', 'Drama', 'Comedy', 'Family']"
"[27, 53]",en,8.978,The Possession,5.9,918,LGF,49100000.0,36300000.0,2012,2012-08-31,14000000.0,82925064.0,"['Horror', 'Thriller']"
"[28, 53, 9648]",en,8.974,The Cold Light of Day,5.1,463,LG/S,3800000.0,13100000.0,2012,2012-09-07,20000000.0,25361206.0,"['Action', 'Thriller', 'Mystery']"
[27],en,8.965,Paranormal Activity 4,5.4,1026,Par.,53900000.0,88900000.0,2012,2012-10-19,5000000.0,142817992.0,['Horror']
[35],en,8.939,The Guilt Trip,5.4,403,Par.,37100000.0,4700000.0,2012,2012-12-19,40000000.0,41294674.0,['Comedy']
"[12, 18]",en,8.919,On the Road,5.6,518,IFC,744000.0,8000000.0,2012,2013-03-22,25000000.0,9313302.0,"['Adventure', 'Drama']"
"[18, 35]",en,8.665,The Best Exotic Marigold Hotel,6.9,756,FoxS,46400000.0,90400000.0,2012,2012-05-04,10000000.0,134639780.0,"['Drama', 'Comedy']"
"[18, 10749]",en,8.548,Trouble with the Curve,6.7,613,WB,35800000.0,13200000.0,2012,2012-09-21,60000000.0,47818913.0,"['Drama', 'Romance']"
"[18, 35, 10749]",en,8.312999999999999,Hope Springs,6.1,429,Sony,63500000.0,50700000.0,2012,2012-08-08,30000000.0,133085295.0,"['Drama', 'Comedy', 'Romance']"
"[53, 18, 9648]",en,8.142999999999999,The Paperboy,5.5,409,MNE,693000.0,661000.0,2012,2012-10-05,12500000.0,4027663.0,"['Thriller', 'Drama', 'Mystery']"
"[27, 53, 9648]",en,8.102,Truth or Dare,5.6,194,Uni.,41400000.0,53900000.0,2018,2018-04-13,3500000.0,95127344.0,"['Horror', 'Thriller', 'Mystery']"
[27],en,0.84,Truth or Dare,4.7,3,Uni.,41400000.0,53900000.0,2018,2018-04-13,3500000.0,95127344.0,['Horror']
[28],en,0.6,Truth or Dare,7.0,1,Uni.,41400000.0,53900000.0,2018,2018-04-13,3500000.0,95127344.0,['Action']
[27],en,4.354,Truth or Dare,5.2,50,Uni.,41400000.0,53900000.0,2018,2018-04-13,3500000.0,95127344.0,['Horror']
"[53, 27]",en,14.354000000000001,Truth or Dare,6.0,2005,Uni.,41400000.0,53900000.0,2018,2018-04-13,3500000.0,95127344.0,"['Thriller', 'Horror']"
"[35, 18, 10749, 878]",en,8.092,Seeking a Friend for the End of the World,6.4,1108,Focus,7100000.0,2600000.0,2012,2012-06-22,10000000.0,11766959.0,"['Comedy', 'Drama', 'Romance', 'Science Fiction']"
"[18, 35]",en,8.017000000000001,A Thousand Words,6.1,685,P/DW,18500000.0,3600000.0,2012,2012-03-09,40000000.0,20790486.0,"['Drama', 'Comedy']"
"[18, 53]",en,8.016,Coriolanus,6.0,215,Wein.,757000.0,315000.0,2012,2012-01-20,10000000.0,2179623.0,"['Drama', 'Thriller']"
"[27, 53]",en,7.7139999999999995,The Apparition,4.3,221,WB,4900000.0,4700000.0,2012,2012-08-24,17000000.0,10637281.0,"['Horror', 'Thriller']"
[18],fr,7.912999999999999,The Apparition,6.4,63,WB,4900000.0,4700000.0,2012,2012-08-24,17000000.0,10637281.0,['Drama']
"[18, 14, 12]",en,7.53,Beasts of the Southern Wild,6.9,605,FoxS,12800000.0,8300000.0,2012,2012-06-27,1800000.0,23265132.0,"['Drama', 'Fantasy', 'Adventure']"
"[53, 27]",en,7.403,The Devil Inside,4.7,441,Par.,53300000.0,48500000.0,2012,2012-01-06,1000000.0,101759490.0,"['Thriller', 'Horror']"
"[18, 53]",en,7.2010000000000005,The Words,6.6,628,CBS,11500000.0,1700000.0,2012,2012-09-07,6000000.0,16369708.0,"['Drama', 'Thriller']"
"[99, 10402]",en,7.138999999999999,Katy Perry: Part of Me,6.8,147,Par.,25300000.0,7400000.0,2012,2012-07-05,12000000.0,32700439.0,"['Documentary', 'Music']"
[35],en,7.072,Fun Size,5.5,249,Par.,9400000.0,2000000.0,2012,2012-10-26,14000000.0,11166615.0,['Comedy']
"[35, 10749]",en,7.05,Bachelorette,5.4,755,RTWC,448000.0,11500000.0,2012,2012-09-07,3000000.0,12577401.0,"['Comedy', 'Romance']"
"[27, 53, 80]",en,7.0360000000000005,Kill List,6.1,332,IFC,29100.0,143000.0,2012,2012-02-03,800000.0,462206.0,"['Horror', 'Thriller', 'Crime']"
"[35, 10402]",en,6.787000000000001,Joyful Noise,6.4,70,WB,30900000.0,226000.0,2012,2012-01-13,27500000.0,31157914.0,"['Comedy', 'Music']"
"[12, 18, 10749]",en,6.76,Big Miracle,6.6,250,Uni.,20200000.0,4600000.0,2012,2012-02-03,40000000.0,25268680.0,"['Adventure', 'Drama', 'Romance']"
[18],en,6.546,Chasing Mavericks,7.0,329,Fox,6000000.0,600.0,2012,2012-10-26,20000000.0,8300821.0,['Drama']
"[18, 10749, 35]",en,6.46,The Sessions,6.9,296,FoxS,6000000.0,3100000.0,2012,2012-10-19,1000000.0,11495204.0,"['Drama', 'Romance', 'Comedy']"
"[35, 10749]",en,5.905,Think Like a Man,6.9,438,SGem,91500000.0,4500000.0,2012,2012-04-20,12000000.0,113373764.0,"['Comedy', 'Romance']"
"[28, 27, 878]",en,1.325,Resident Evil: Retribution,5.7,2321,SGem,42300000.0,197700000.0,2012,2012-09-14,65000000.0,240647629.0,"['Action', 'Horror', 'Science Fiction']"
[18],en,1.111,Morgan,6.7,12,Fox,3900000.0,4900000.0,2016,2016-09-02,8000000.0,7298786.0,['Drama']
"[27, 878, 53]",en,9.912,Morgan,5.7,843,Fox,3900000.0,4900000.0,2016,2016-09-02,8000000.0,7298786.0,"['Horror', 'Science Fiction', 'Thriller']"
[18],en,0.9059999999999999,Split,5.3,2,Uni.,138300000.0,140200000.0,2017,2017-01-20,5000000.0,278964806.0,['Drama']
"[27, 53]",en,25.783,Split,7.2,10375,Uni.,138300000.0,140200000.0,2017,2017-01-20,5000000.0,278964806.0,"['Horror', 'Thriller']"
"[14, 18]",en,2.454,Split,5.0,5,Uni.,138300000.0,140200000.0,2017,2017-01-20,5000000.0,278964806.0,"['Fantasy', 'Drama']"
"[35, 10749]",en,2.029,Split,4.8,16,Uni.,138300000.0,140200000.0,2017,2017-01-20,5000000.0,278964806.0,"['Comedy', 'Romance']"
[35],en,0.6,Jackpot,6.0,1,DR,800.0,1100000.0,2014,2001-07-27,400000.0,44452.0,['Comedy']
"[28, 35, 80]",no,2.864,Jackpot,6.1,18,DR,800.0,1100000.0,2014,2001-07-27,400000.0,44452.0,"['Action', 'Comedy', 'Crime']"
[],en,0.6,Transcendence,5.5,2,WB,23000000.0,80000000.0,2014,2014-04-18,100000000.0,103039258.0,[]
"[53, 878, 18, 9648]",en,11.035,Transcendence,6.0,3491,WB,23000000.0,80000000.0,2014,2014-04-18,100000000.0,103039258.0,"['Thriller', 'Science Fiction', 'Drama', 'Mystery']"
"[28, 12, 878]",en,32.093,Iron Man 3,6.9,14155,BV,409000000.0,805800000.0,2013,2013-05-03,200000000.0,1215392272.0,"['Action', 'Adventure', 'Science Fiction']"
"[28, 12, 14]",en,31.014,Thor: The Dark World,6.7,10171,BV,206400000.0,438200000.0,2013,2013-11-08,150000000.0,644602516.0,"['Action', 'Adventure', 'Fantasy']"
"[80, 18, 35]",en,29.518,The Wolf of Wall Street,7.9,12411,Par.,116900000.0,275100000.0,2013,2013-12-25,100000000.0,389870414.0,"['Crime', 'Drama', 'Comedy']"
"[878, 53, 18]",en,27.836,Gravity,7.2,9586,WB,274100000.0,449100000.0,2013,2013-10-04,110000000.0,693698673.0,"['Science Fiction', 'Thriller', 'Drama']"
"[28, 12, 14, 878]",en,27.666999999999998,Man of Steel,6.5,9758,WB,291000000.0,377000000.0,2013,2013-06-14,225000000.0,667999518.0,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']"
"[18, 28, 12, 14]",en,25.049,47 Ronin,6.0,2080,Uni.,38400000.0,113400000.0,2013,2013-12-25,175000000.0,151716815.0,"['Drama', 'Action', 'Adventure', 'Fantasy']"
"[878, 27, 53]",en,24.364,The Purge,6.2,4797,Uni.,64500000.0,24900000.0,2013,2013-06-07,3000000.0,91266581.0,"['Science Fiction', 'Horror', 'Thriller']"
"[14, 28, 35, 80]",en,21.377,R.I.P.D.,5.6,2047,Uni.,33600000.0,44700000.0,2013,2013-07-19,130000000.0,79076678.0,"['Fantasy', 'Action', 'Comedy', 'Crime']"
"[12, 14, 28]",en,21.275,The Hobbit: The Desolation of Smaug,7.6,7739,WB (NL),258399999.0,700000000.0,2013,2013-12-13,250000000.0,960366855.0,"['Adventure', 'Fantasy', 'Action']"
"[28, 12, 878]",en,20.487,Star Trek Into Darkness,7.4,6182,Par.,228800000.0,238600000.0,2013,2013-05-16,190000000.0,467381584.0,"['Action', 'Adventure', 'Science Fiction']"
"[16, 10751]",en,20.33,Monsters University,7.0,6362,BV,268500000.0,475700000.0,2013,2013-06-21,200000000.0,743588329.0,"['Animation', 'Family']"
"[12, 28, 878]",en,20.187,The Hunger Games: Catching Fire,7.4,11170,LGF,424700000.0,440300000.0,2013,2013-11-22,130000000.0,864868047.0,"['Adventure', 'Action', 'Science Fiction']"
"[16, 35, 10751]",en,19.014,Despicable Me 2,6.9,7319,Uni.,368100000.0,602700000.0,2013,2013-07-03,76000000.0,975216835.0,"['Animation', 'Comedy', 'Family']"
"[27, 53]",en,18.886,The Conjuring,7.5,5912,WB (NL),137400000.0,182100000.0,2013,2013-07-19,20000000.0,318000141.0,"['Horror', 'Thriller']"
"[28, 878, 12, 9648]",en,18.534000000000002,Oblivion,6.5,6850,Uni.,89100000.0,197100000.0,2013,2013-04-19,120000000.0,287916633.0,"['Action', 'Science Fiction', 'Adventure', 'Mystery']"
"[16, 10751, 35]",en,18.335,Cloudy with a Chance of Meatballs 2,6.4,1679,Sony,119800000.0,154500000.0,2013,2013-09-27,78000000.0,274392649.0,"['Animation', 'Family', 'Comedy']"
"[27, 53]",en,18.256,Texas Chainsaw 3D,5.3,780,LGF,34300000.0,12900000.0,2013,2013-01-04,20000000.0,47666013.0,"['Horror', 'Thriller']"
"[28, 53]",en,17.88,Escape Plan,6.7,2799,LG/S,25100000.0,112200000.0,2013,2013-10-18,70000000.0,103735965.0,"['Action', 'Thriller']"
"[878, 28, 18, 53]",en,17.663,Elysium,6.4,5406,TriS,93100000.0,193100000.0,2013,2013-08-09,120000000.0,286192091.0,"['Science Fiction', 'Action', 'Drama', 'Thriller']"
"[878, 28, 53]",en,17.434,Riddick,6.2,2852,Uni.,42000000.0,56300000.0,2013,2013-09-06,38000000.0,94763758.0,"['Science Fiction', 'Action', 'Thriller']"
"[28, 35, 80]",en,16.912,The Heat,6.6,2441,Fox,159600000.0,70300000.0,2013,2013-06-28,43000000.0,229727774.0,"['Action', 'Comedy', 'Crime']"
"[28, 878, 12]",en,16.759,Pacific Rim,6.8,7632,WB,101800000.0,309200000.0,2013,2013-07-12,190000000.0,411002906.0,"['Action', 'Science Fiction', 'Adventure']"
"[53, 80]",en,16.646,Now You See Me,7.4,9871,LG/S,117700000.0,234000000.0,2013,2013-05-31,75000000.0,342769200.0,"['Thriller', 'Crime']"
"[18, 36]",en,16.493,12 Years a Slave,7.9,6631,FoxS,56700000.0,131100000.0,2013,2013-10-18,20000000.0,181025343.0,"['Drama', 'History']"
"[28, 12, 18, 9648, 10749, 14]",en,16.484,The Mortal Instruments: City of Bones,6.3,2915,SGem,31200000.0,64200000.0,2013,2013-08-21,60000000.0,75965567.0,"['Action', 'Adventure', 'Drama', 'Mystery', 'Romance', 'Fantasy']"
"[28, 12, 16, 35, 10751, 14]",en,16.29,The Croods,6.8,3873,Fox,187200000.0,400000000.0,2013,2013-03-22,135000000.0,573068425.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']"
"[28, 80, 53]",en,15.894,The Last Stand,5.9,1692,LGF,12100000.0,36300000.0,2013,2013-01-18,30000000.0,48330757.0,"['Action', 'Crime', 'Thriller']"
"[28, 53]",en,15.857999999999999,A Good Day to Die Hard,5.2,4437,Fox,67300000.0,237300000.0,2013,2013-02-14,92000000.0,304249198.0,"['Action', 'Thriller']"
"[12, 10751, 14]",en,15.762,Percy Jackson: Sea of Monsters,5.9,3109,Fox,68600000.0,131300000.0,2013,2013-08-07,90000000.0,200859554.0,"['Adventure', 'Family', 'Fantasy']"
"[878, 28, 12]",en,15.533,Ender's Game,6.6,3558,LG/S,61700000.0,63800000.0,2013,2013-11-01,110000000.0,127983283.0,"['Science Fiction', 'Action', 'Adventure']"
"[28, 18, 53]",en,15.482999999999999,Captain Phillips,7.6,3909,Sony,107100000.0,111700000.0,2013,2013-10-11,55000000.0,220648184.0,"['Action', 'Drama', 'Thriller']"
"[28, 18, 10752]",en,15.404000000000002,Lone Survivor,7.4,2289,Uni.,125100000.0,29700000.0,2013,2013-12-25,40000000.0,149804632.0,"['Action', 'Drama', 'War']"
"[12, 28, 878, 53]",en,15.065,G.I. Joe: Retaliation,5.5,3883,Par.,122500000.0,253200000.0,2013,2013-03-27,140000000.0,375740705.0,"['Adventure', 'Action', 'Science Fiction', 'Thriller']"
"[28, 80]",en,14.95,Parker,5.8,1868,FD,17600000.0,28600000.0,2013,2013-01-25,35000000.0,48543388.0,"['Action', 'Crime']"
"[16, 10751]",en,14.876,Turbo,6.1,1758,Fox,83000000.0,199500000.0,2013,2013-07-17,135000000.0,286896578.0,"['Animation', 'Family']"
"[28, 35, 80]",en,14.8,2 Guns,6.5,2368,Uni.,75600000.0,56300000.0,2013,2013-08-02,61000000.0,132493015.0,"['Action', 'Comedy', 'Crime']"
"[28, 12, 80]",en,14.793,Kick-Ass 2,6.4,3785,Uni.,28800000.0,32000000.0,2013,2013-08-16,28000000.0,63129909.0,"['Action', 'Adventure', 'Crime']"
"[35, 80]",en,14.745999999999999,We're the Millers,6.8,5231,WB (NL),150400000.0,119600000.0,2013,2013-08-07,37000000.0,267816276.0,"['Comedy', 'Crime']"
"[28, 18, 27, 878, 53]",en,14.582,World War Z,6.7,9132,Par.,202400000.0,337600000.0,2013,2013-06-21,190000000.0,531514650.0,"['Action', 'Drama', 'Horror', 'Science Fiction', 'Thriller']"
"[28, 53]",en,14.422,Homefront,6.5,1410,ORF,20200000.0,22900000.0,2013,2013-11-27,22000000.0,51695362.0,"['Action', 'Thriller']"
"[878, 28, 12]",en,14.415,After Earth,5.1,4154,Sony,60500000.0,183300000.0,2013,2013-05-31,130000000.0,251499665.0,"['Science Fiction', 'Action', 'Adventure']"
"[18, 53, 80]",en,14.357999999999999,Prisoners,8.0,5785,WB,61000000.0,61100000.0,2013,2013-09-20,46000000.0,113402302.0,"['Drama', 'Thriller', 'Crime']"
"[35, 18, 878]",en,14.133,About Time,7.9,3981,Uni.,15300000.0,71800000.0,2013,2013-11-01,12000000.0,89309178.0,"['Comedy', 'Drama', 'Science Fiction']"
"[16, 12, 10751, 14]",en,13.995,Epic,6.4,1670,Fox,107500000.0,160900000.0,2013,2013-05-24,100000000.0,262794441.0,"['Animation', 'Adventure', 'Family', 'Fantasy']"
"[28, 53]",en,13.864,Olympus Has Fallen,6.2,4086,FD,98900000.0,71300000.0,2013,2013-03-22,70000000.0,172878928.0,"['Action', 'Thriller']"
"[35, 80]",en,13.552999999999999,Identity Thief,5.8,2230,Uni.,134500000.0,39500000.0,2013,2013-02-08,35000000.0,175361578.0,"['Comedy', 'Crime']"
"[27, 35, 10749]",en,13.259,Warm Bodies,6.3,4109,LG/S,66400000.0,50600000.0,2013,2013-02-01,30000000.0,115121608.0,"['Horror', 'Comedy', 'Romance']"
"[80, 18, 28, 53]",en,13.029000000000002,Gangster Squad,6.3,2527,WB,46000000.0,59200000.0,2013,2013-01-11,60000000.0,104100903.0,"['Crime', 'Drama', 'Action', 'Thriller']"
"[28, 18, 53]",en,13.026,White House Down,6.4,2817,Sony,73100000.0,132300000.0,2013,2013-06-28,150000000.0,205440387.0,"['Action', 'Drama', 'Thriller']"
