genre_ids,original_language,popularity,title,vote_average,vote_count,studio,domestic_gross,foreign_gross,year,release_date,production_budget,worldwide_gross,genre_names
"[28, 14, 53]",en,14.415999999999999,Sucker Punch,6.0,2716,WB,36400000.0,53400000.0,2011,2011-03-25,75000000.0,89758389.0,"['Action', 'Fantasy', 'Thriller']"
"[53, 878, 9648]",en,14.39,Super 8,6.7,3934,Par.,127000000.0,133100000.0,2011,2011-06-10,50000000.0,257972745.0,"['Thriller', 'Science Fiction', 'Mystery']"
"[28, 53, 80]",en,14.387,The Mechanic,6.3,1676,CBS,29100000.0,47000000.0,2011,2011-01-28,42500000.0,76347393.0,"['Action', 'Thriller', 'Crime']"
"[35, 10749]",en,14.203,No Strings Attached,6.2,2612,Par.,70700000.0,78600000.0,2011,2011-01-21,25000000.0,149228078.0,"['Comedy', 'Romance']"
"[14, 53, 28, 80]",en,14.095999999999998,Drive Angry,5.3,959,Sum.,10700000.0,18200000.0,2011,2011-02-25,50000000.0,41042583.0,"['Fantasy', 'Thriller', 'Action', 'Crime']"
"[35, 80]",en,14.058,Horrible Bosses,6.5,3842,WB (NL),117500000.0,92100000.0,2011,2011-07-08,35000000.0,212417601.0,"['Comedy', 'Crime']"
"[10749, 35]",en,14.019,Friends with Benefits,6.6,4637,SGem,55800000.0,93700000.0,2011,2011-07-22,35000000.0,146595891.0,"['Romance', 'Comedy']"
"[878, 53, 10749]",en,13.717,The Adjustment Bureau,6.6,2615,Uni.,62500000.0,65400000.0,2011,2011-03-04,50200000.0,126931325.0,"['Science Fiction', 'Thriller', 'Romance']"
[35],en,13.549000000000001,Bad Teacher,5.5,2894,Sony,100300000.0,115900000.0,2011,2011-06-24,19000000.0,215448997.0,['Comedy']
"[53, 878, 9648]",en,13.495,Source Code,7.2,4529,Sum.,54700000.0,92600000.0,2011,2011-04-01,32000000.0,140428499.0,"['Thriller', 'Science Fiction', 'Mystery']"
"[27, 9648]",en,13.392000000000001,Final Destination 5,6.0,1701,WB (NL),42600000.0,115300000.0,2011,2011-08-12,40000000.0,155011165.0,"['Horror', 'Mystery']"
"[14, 35, 10749]",en,13.171,Midnight in Paris,7.5,3965,SPC,56800000.0,94300000.0,2011,2011-05-20,30000000.0,162502774.0,"['Fantasy', 'Comedy', 'Romance']"
[18],en,13.152000000000001,Shame,7.0,1607,FoxS,3900000.0,13800000.0,2011,2011-12-02,6500000.0,20412841.0,['Drama']
[18],ru,1.4,Shame,6.5,2,FoxS,3900000.0,13800000.0,2011,2011-12-02,6500000.0,20412841.0,['Drama']
"[10752, 18]",sv,7.642,Shame,7.8,77,FoxS,3900000.0,13800000.0,2011,2011-12-02,6500000.0,20412841.0,"['War', 'Drama']"
"[18, 16, 10751, 35]",en,12.981,Arthur Christmas,6.7,692,Sony,46500000.0,101000000.0,2011,2011-11-23,85000000.0,149717124.0,"['Drama', 'Animation', 'Family', 'Comedy']"
"[18, 53, 28, 12]",en,12.942,The Grey,6.5,2280,ORF,51600000.0,25700000.0,2012,2012-01-27,25000000.0,81249176.0,"['Drama', 'Thriller', 'Action', 'Adventure']"
"[12, 18, 10751]",en,12.936,Hugo,7.1,4124,Par.,73900000.0,111900000.0,2011,2011-11-23,180000000.0,180047784.0,"['Adventure', 'Drama', 'Family']"
"[28, 878]",en,12.720999999999998,Battle: Los Angeles,5.6,2049,Sony,83600000.0,128300000.0,2011,2011-03-11,70000000.0,213463976.0,"['Action', 'Science Fiction']"
"[18, 53]",en,12.697000000000001,The Debt,6.6,403,Focus,31200000.0,14500000.0,2011,2011-08-31,20000000.0,46604054.0,"['Drama', 'Thriller']"
"[35, 14, 10751, 10402, 16]",en,12.672,Alvin and the Chipmunks: Chipwrecked,5.5,1055,Fox,133100000.0,209600000.0,2011,2011-12-16,80000000.0,349088523.0,"['Comedy', 'Fantasy', 'Family', 'Music', 'Animation']"
[18],en,12.597999999999999,The Help,8.1,3944,BV,169700000.0,46900000.0,2011,2011-08-10,25000000.0,213120004.0,['Drama']
"[12, 14, 28]",en,12.535,Season of the Witch,5.3,1352,Rela.,24800000.0,66800000.0,2011,2011-01-07,40000000.0,91126600.0,"['Adventure', 'Fantasy', 'Action']"
"[35, 18]",en,12.450999999999999,50/50,7.1,2111,Sum.,35000000.0,4200000.0,2011,2011-09-30,8000000.0,41334735.0,"['Comedy', 'Drama']"
"[28, 35]",en,12.213,Tower Heist,6.0,1592,Uni.,78000000.0,74900000.0,2011,2011-11-04,85000000.0,150422946.0,"['Action', 'Comedy']"
[35],en,12.122,The Change-Up,6.0,1406,Uni.,37100000.0,38400000.0,2011,2011-08-05,52000000.0,75997067.0,['Comedy']
[18],en,12.081,My Week with Marilyn,6.7,741,Wein.,14600000.0,20500000.0,2011,2011-11-23,10000000.0,34240572.0,['Drama']
"[28, 9648, 53]",en,12.08,Unknown,6.6,2043,WB,63700000.0,67099999.0,2011,2011-02-18,40000000.0,136123083.0,"['Action', 'Mystery', 'Thriller']"
"[28, 9648, 53]",en,12.08,Unknown,6.6,2043,WB,63700000.0,67099999.0,2011,2006-11-03,3700000.0,3355048.0,"['Action', 'Mystery', 'Thriller']"
"[18, 35]",en,12.011,The Rum Diary,5.7,652,FD,13100000.0,10800000.0,2011,2011-10-28,45000000.0,21544732.0,"['Drama', 'Comedy']"
"[12, 16, 9648]",en,11.981,The Adventures of Tintin,6.8,3251,Par.,77600000.0,296400000.0,2011,2011-12-21,130000000.0,373993951.0,"['Adventure', 'Animation', 'Mystery']"
"[18, 53]",en,11.964,We Need to Talk About Kevin,7.6,1306,Osci.,1700000.0,4300000.0,2011,2012-01-13,7000000.0,10765283.0,"['Drama', 'Thriller']"
"[14, 53, 27]",en,11.856,Red Riding Hood,5.9,1884,WB,37700000.0,51500000.0,2011,2011-03-11,42000000.0,91678442.0,"['Fantasy', 'Thriller', 'Horror']"
"[80, 18, 53]",en,11.812000000000001,The Lincoln Lawyer,7.1,1525,LGF,58000000.0,17000000.0,2011,2011-03-18,40000000.0,87145086.0,"['Crime', 'Drama', 'Thriller']"
[35],en,11.571,The Sitter,5.4,472,Fox,30400000.0,4500000.0,2011,2011-12-09,25000000.0,38749404.0,['Comedy']
"[18, 14]",en,11.569,The Tree of Life,6.6,1730,FoxS,13300000.0,41000000.0,2011,2011-05-27,35000000.0,61721826.0,"['Drama', 'Fantasy']"
"[35, 10751, 10402]",en,11.324000000000002,The Muppets,6.6,831,BV,88600000.0,76600000.0,2011,2011-11-23,45000000.0,160971922.0,"['Comedy', 'Family', 'Music']"
"[28, 12, 35]",en,11.315,30 Minutes or Less,5.6,825,Sony,37100000.0,3500000.0,2011,2011-08-12,28000000.0,40966716.0,"['Action', 'Adventure', 'Comedy']"
[35],en,11.277000000000001,Jack and Jill,4.1,1124,Sony,74200000.0,75500000.0,2011,2011-11-11,79000000.0,150519217.0,['Comedy']
"[53, 18]",en,11.235999999999999,Take Shelter,7.2,787,SPC,1700000.0,1400000.0,2011,2011-09-30,4750000.0,4972016.0,"['Thriller', 'Drama']"
"[16, 10751]",en,11.147,Winnie the Pooh,6.9,444,BV,26700000.0,23200000.0,2011,2011-07-15,30000000.0,50145607.0,"['Animation', 'Family']"
"[18, 878]",da,11.123,Melancholia,7.1,1642,Magn.,3000000.0,12900000.0,2011,2011-11-11,9400000.0,21817298.0,"['Drama', 'Science Fiction']"
"[12, 35, 10749]",en,11.017000000000001,Monte Carlo,6.2,1193,Fox,23200000.0,16500000.0,2011,2011-07-01,20000000.0,39686769.0,"['Adventure', 'Comedy', 'Romance']"
"[35, 10749, 10751]",en,10.764000000000001,Zookeeper,5.3,886,Sony,80400000.0,89500000.0,2011,2011-07-08,80000000.0,170805525.0,"['Comedy', 'Romance', 'Family']"
"[27, 28, 53, 878]",en,10.73,The Darkest Hour,4.9,735,Sum.,21400000.0,43200000.0,2011,2011-12-25,34800000.0,62831715.0,"['Horror', 'Action', 'Thriller', 'Science Fiction']"
"[18, 10751]",en,10.679,Dolphin Tale,6.8,327,WB,72300000.0,23100000.0,2011,2011-09-23,37000000.0,96068724.0,"['Drama', 'Family']"
"[28, 53, 80, 18]",en,10.584000000000001,Colombiana,6.5,1371,TriS,36700000.0,24300000.0,2011,2011-08-26,40000000.0,72295262.0,"['Action', 'Thriller', 'Crime', 'Drama']"
"[12, 14]",en,10.542,Legend,6.2,509,Uni.,1900000.0,41100000.0,2015,1986-04-18,25000000.0,23506237.0,"['Adventure', 'Fantasy']"
"[12, 14]",en,10.542,Legend,6.2,509,Uni.,1900000.0,41100000.0,2015,2015-11-20,25000000.0,42425450.0,"['Adventure', 'Fantasy']"
"[80, 53]",en,10.195,Legend,6.8,1692,Uni.,1900000.0,41100000.0,2015,1986-04-18,25000000.0,23506237.0,"['Crime', 'Thriller']"
"[80, 53]",en,10.195,Legend,6.8,1692,Uni.,1900000.0,41100000.0,2015,2015-11-20,25000000.0,42425450.0,"['Crime', 'Thriller']"
"[35, 18]",en,10.444,The Descendants,6.8,1522,FoxS,82600000.0,94700000.0,2011,2011-11-16,20000000.0,175507800.0,"['Comedy', 'Drama']"
"[18, 53, 878]",en,10.444,Contagion,6.3,2128,WB,75700000.0,59800000.0,2011,2011-09-09,60000000.0,137551594.0,"['Drama', 'Thriller', 'Science Fiction']"
"[35, 10749]",en,10.390999999999998,What's Your Number?,6.4,1271,Fox,14000000.0,16399999.0,2011,2011-09-30,20000000.0,30163785.0,"['Comedy', 'Romance']"
"[18, 10752]",en,10.378,War Horse,7.2,1849,BV,79900000.0,97700000.0,2011,2011-12-25,70000000.0,156815529.0,"['Drama', 'War']"
"[18, 53]",en,10.352,A Dangerous Method,6.3,1066,SPC,5700000.0,21800000.0,2011,2011-11-23,20000000.0,14807531.0,"['Drama', 'Thriller']"
"[18, 10749, 35]",en,10.322000000000001,Beginners,6.9,532,Focus,5800000.0,8500000.0,2011,2011-06-03,3200000.0,14314407.0,"['Drama', 'Romance', 'Comedy']"
"[18, 10749]",en,10.308,One Day,7.2,2105,Focus,13800000.0,45500000.0,2011,2011-08-19,15000000.0,59168692.0,"['Drama', 'Romance']"
"[28, 35, 53, 80]",en,10.177,The Guard,6.9,563,SPC,5400000.0,14200000.0,2011,2011-07-29,6000000.0,21197454.0,"['Action', 'Comedy', 'Thriller', 'Crime']"
"[18, 35, 10749]",en,10.155,The Artist,7.4,1787,Wein.,44700000.0,88800000.0,2011,2011-11-25,16000000.0,128256712.0,"['Drama', 'Comedy', 'Romance']"
"[18, 14, 10749, 878]",en,10.136000000000001,Beastly,6.1,1748,CBS,27900000.0,15300000.0,2011,2011-03-04,17000000.0,38028230.0,"['Drama', 'Fantasy', 'Romance', 'Science Fiction']"
[18],en,10.127,The Ides of March,6.7,1405,Sony,41000000.0,35000000.0,2011,2011-10-07,23000000.0,77735925.0,['Drama']
"[18, 10749]",en,10.091000000000001,Like Crazy,6.5,638,ParV,3400000.0,336000.0,2011,2011-10-28,250000.0,3728400.0,"['Drama', 'Romance']"
"[18, 878]",en,10.03,Another Earth,6.7,853,FoxS,1300000.0,456000.0,2011,2011-07-22,175000.0,2102779.0,"['Drama', 'Science Fiction']"
"[28, 53, 9648]",en,10.015,Haywire,5.6,747,Rela.,18900000.0,14400000.0,2012,2012-01-20,23000000.0,36374700.0,"['Action', 'Thriller', 'Mystery']"
"[10751, 35, 28]",en,10.009,Spy Kids: All the Time in the World,4.6,487,W/Dim.,38500000.0,47000000.0,2011,2011-08-19,27000000.0,80681183.0,"['Family', 'Comedy', 'Action']"
"[35, 10749]",en,9.984,Hall Pass,5.5,1009,WB (NL),45100000.0,38100000.0,2011,2011-02-25,68000000.0,87173475.0,"['Comedy', 'Romance']"
"[18, 35, 10751]",en,9.931000000000001,We Bought a Zoo,6.7,1523,Fox,75600000.0,44500000.0,2011,2011-12-23,50000000.0,118729073.0,"['Drama', 'Comedy', 'Family']"
"[35, 10749]",en,9.805,Bridesmaids,6.5,2783,Uni.,169100000.0,119300000.0,2011,2011-05-13,32500000.0,289632023.0,"['Comedy', 'Romance']"
"[28, 53, 12]",en,9.709,Hanna,6.6,1944,Focus,40300000.0,23500000.0,2011,2011-04-08,30000000.0,65343694.0,"['Action', 'Thriller', 'Adventure']"
"[18, 53, 27]",en,9.676,The Rite,5.9,994,WB (NL),33000000.0,63000000.0,2011,2011-01-28,37000000.0,97143987.0,"['Drama', 'Thriller', 'Horror']"
[27],en,9.669,Paranormal Activity 3,5.9,1197,Par.,104000000.0,103000000.0,2011,2011-10-21,5000000.0,207039844.0,['Horror']
"[28, 35, 878]",en,9.612,Attack the Block,6.4,1144,SGem,1000000.0,4800000.0,2011,2011-07-29,13000000.0,6459183.0,"['Action', 'Comedy', 'Science Fiction']"
"[35, 18]",en,9.517999999999999,The Dilemma,5.3,448,Uni.,48500000.0,21200000.0,2011,2011-01-14,70000000.0,70546865.0,"['Comedy', 'Drama']"
"[53, 18]",en,9.498,Margin Call,6.8,856,RAtt.,5400000.0,14200000.0,2011,2011-10-21,3400000.0,20433227.0,"['Thriller', 'Drama']"
"[18, 53]",en,9.477,Martha Marcy May Marlene,6.7,413,FoxS,3000000.0,548000.0,2011,2011-10-21,1000000.0,5438911.0,"['Drama', 'Thriller']"
[18],en,9.15,The Other Woman,6.2,220,IFC,25400.0,427000.0,2011,2014-04-25,40000000.0,195111193.0,['Drama']
"[35, 10749]",en,11.894,The Other Woman,6.3,2276,IFC,25400.0,427000.0,2011,2014-04-25,40000000.0,195111193.0,"['Comedy', 'Romance']"
"[18, 35, 10749]",fr,6.359,The Other Woman,4.9,60,IFC,25400.0,427000.0,2011,2014-04-25,40000000.0,195111193.0,"['Drama', 'Comedy', 'Romance']"
"[28, 53, 80]",en,9.12,Machine Gun Preacher,6.5,477,Rela.,539000.0,2800000.0,2011,2011-09-23,30000000.0,3721988.0,"['Action', 'Thriller', 'Crime']"
"[28, 12, 16, 10751, 14, 35]",en,9.078,Puss in Boots,6.3,1422,P/DW,149300000.0,405700000.0,2011,2011-10-28,130000000.0,554987477.0,"['Action', 'Adventure', 'Animation', 'Family', 'Fantasy', 'Comedy']"
"[18, 53, 9648]",en,9.047,Dream House,6.0,670,Uni.,21300000.0,17200000.0,2011,2011-09-30,50000000.0,41642166.0,"['Drama', 'Thriller', 'Mystery']"
"[36, 18]",en,8.987,The Iron Lady,6.4,899,Wein.,30000000.0,84900000.0,2011,2012-01-13,14000000.0,115592104.0,"['History', 'Drama']"
"[10751, 35]",en,8.961,Diary of a Wimpy Kid: Rodrick Rules,6.4,492,Fox,52700000.0,19700000.0,2011,2011-03-25,18000000.0,73695194.0,"['Family', 'Comedy']"
"[12, 16, 10751]",en,8.852,Mars Needs Moms,5.7,299,BV,21400000.0,17600000.0,2011,2011-03-11,150000000.0,39549758.0,"['Adventure', 'Animation', 'Family']"
"[18, 35]",en,8.821,"Jeff, Who Lives at Home",6.2,320,ParV,4300000.0,148000.0,2012,2012-03-16,10000000.0,4708127.0,"['Drama', 'Comedy']"
"[18, 80, 36]",en,8.628,J. Edgar,6.2,1303,WB,37300000.0,47600000.0,2011,2011-11-09,35000000.0,84606030.0,"['Drama', 'Crime', 'History']"
"[99, 10402, 10751]",en,8.602,Justin Bieber: Never Say Never,5.1,240,Par.,73000000.0,26000000.0,2011,2011-02-11,13000000.0,99034125.0,"['Documentary', 'Music', 'Family']"
[35],en,8.477,Jumping the Broom,6.0,103,TriS,37300000.0,415000.0,2011,2011-05-06,7000000.0,38158601.0,['Comedy']
"[10751, 28, 18]",en,8.459,Soul Surfer,7.0,688,TriS,43900000.0,3200000.0,2011,2011-04-08,18000000.0,47158652.0,"['Family', 'Action', 'Drama']"
"[12, 18]",en,8.443,The Eagle,6.1,694,Focus,19500000.0,7600000.0,2011,2011-02-11,25000000.0,38993548.0,"['Adventure', 'Drama']"
"[27, 53, 878]",en,8.384,Apollo 18,5.0,486,W/Dim.,17700000.0,7900000.0,2011,2011-09-02,5000000.0,26517819.0,"['Horror', 'Thriller', 'Science Fiction']"
"[35, 18]",en,8.335,Young Adult,5.7,603,Par.,16300000.0,6600000.0,2011,2011-12-09,12000000.0,22750356.0,"['Comedy', 'Drama']"
"[10749, 35]",en,8.271,I Don't Know How She Does It,5.2,231,Wein.,9700000.0,20900000.0,2011,2011-09-16,24000000.0,24474463.0,"['Romance', 'Comedy']"
"[53, 18, 27]",en,8.134,The Roommate,5.4,406,SGem,37300000.0,3200000.0,2011,2011-02-04,16000000.0,52545707.0,"['Thriller', 'Drama', 'Horror']"
"[16, 35, 10751]",en,8.131,Happy Feet Two,5.9,754,WB,64000000.0,86400000.0,2011,2011-11-18,135000000.0,157956466.0,"['Animation', 'Comedy', 'Family']"
"[18, 36, 53]",en,8.113999999999999,Anonymous,6.4,434,Sony,4500000.0,10900000.0,2011,2011-10-28,27500000.0,15815509.0,"['Drama', 'History', 'Thriller']"
"[27, 53]",en,7.879,Shark Night 3D,5.0,245,Rela.,18900000.0,21300000.0,2011,2011-09-02,25000000.0,18877153.0,"['Horror', 'Thriller']"
"[35, 18, 10749]",en,7.87,A Little Bit of Heaven,6.3,333,MNE,15400.0,1300000.0,2012,2012-05-04,12500000.0,1100287.0,"['Comedy', 'Drama', 'Romance']"
[18],fr,7.682,Polisse,7.8,670,IFC,211000.0,20200000.0,2012,2012-05-18,8900000.0,22744132.0,['Drama']
"[35, 18, 10749]",en,7.567,Something Borrowed,6.1,591,WB,39000000.0,21100000.0,2011,2011-05-06,35000000.0,65084116.0,"['Comedy', 'Drama', 'Romance']"
"[12, 28, 37]",en,7.547999999999999,Blackthorn,6.7,111,Magn.,201000.0,423000.0,2011,2011-10-07,4500000.0,1217307.0,"['Adventure', 'Action', 'Western']"
"[28, 35, 27, 9648, 878, 53]",en,7.507999999999999,Dylan Dog: Dead of Night,4.4,243,OMNI/FSR,1200000.0,3400000.0,2011,2011-04-29,20000000.0,6093725.0,"['Action', 'Comedy', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']"
"[28, 53]",en,7.457000000000001,Sanctum,5.9,515,Uni.,23200000.0,85400000.0,2011,2011-02-04,30000000.0,108957098.0,"['Action', 'Thriller']"
"[18, 35, 10749]",en,7.412000000000001,Submarine,7.4,770,Wein.,468000.0,397000.0,2011,2011-06-03,1900000.0,4581937.0,"['Drama', 'Comedy', 'Romance']"
[18],en,7.357,The Beaver,6.3,464,Sum.,971000.0,6300000.0,2011,2011-05-06,21000000.0,5046038.0,['Drama']
"[35, 10749, 18]",en,7.261,Larry Crowne,5.8,676,Uni.,35600000.0,36400000.0,2011,2011-07-01,30000000.0,61449135.0,"['Comedy', 'Romance', 'Drama']"
"[27, 9648]",en,7.079,Silent House,5.2,184,ORF,12800000.0,347000.0,2012,2012-03-09,2000000.0,16610760.0,"['Horror', 'Mystery']"
[35],en,7.077000000000001,The Big Year,5.8,393,Fox,7200000.0,244000.0,2011,2011-10-14,41000000.0,7684524.0,['Comedy']
"[80, 18, 36]",en,6.492999999999999,The Conspirator,6.5,226,RAtt.,11500000.0,3900000.0,2011,2011-04-15,25000000.0,15907411.0,"['Crime', 'Drama', 'History']"
[18],en,6.277,Albert Nobbs,6.3,227,RAtt.,3000000.0,2600000.0,2012,2011-12-21,7500000.0,8539003.0,['Drama']
"[18, 10749]",en,6.209,Water for Elephants,6.9,1627,Fox,58700000.0,58400000.0,2011,2011-04-22,38000000.0,116809717.0,"['Drama', 'Romance']"
"[28, 53, 80]",fr,6.021,Point Blank,6.6,230,Magn.,708000.0,8500000.0,2011,1967-09-18,3000000.0,0.0,"['Action', 'Thriller', 'Crime']"
"[18, 35]",fr,5.973,Le Havre,6.9,169,Jan.,612000.0,9900000.0,2011,2011-10-21,5500000.0,13480196.0,"['Drama', 'Comedy']"
"[35, 18]",en,5.473,Another Happy Day,6.1,60,P4,8500.0,347000.0,2011,2011-11-18,4000000.0,978527.0,"['Comedy', 'Drama']"
"[28, 878, 12]",en,5.3389999999999995,Transformers: Dark of the Moon,6.1,4961,P/DW,352400000.0,771400000.0,2011,2011-06-29,195000000.0,1123790543.0,"['Action', 'Science Fiction', 'Adventure']"
[18],en,5.121,Fireflies in the Garden,6.3,96,,70600.0,3300000.0,2011,2011-10-14,8000000.0,3587191.0,['Drama']
"[18, 80]",en,4.758,Inside Out,4.4,18,BV,356500000.0,501100000.0,2015,2015-06-19,175000000.0,854235992.0,"['Drama', 'Crime']"
"[18, 35, 16, 10751]",en,24.796999999999997,Inside Out,8.0,12691,BV,356500000.0,501100000.0,2015,2015-06-19,175000000.0,854235992.0,"['Drama', 'Comedy', 'Animation', 'Family']"
"[18, 53, 80]",en,4.749,Brighton Rock,6.0,57,IFC,230000.0,1600000.0,2011,2011-08-26,11000000.0,229653.0,"['Drama', 'Thriller', 'Crime']"
"[18, 36]",en,4.519,Snow Flower and the Secret Fan,5.9,39,FoxS,1300000.0,10000000.0,2011,2011-07-15,6000000.0,11348205.0,"['Drama', 'History']"
"[28, 53, 80]",en,2.097,Fast Five,7.2,4294,Uni.,209800000.0,416300000.0,2011,2011-04-29,125000000.0,630163454.0,"['Action', 'Thriller', 'Crime']"
"[28, 16]",en,2.0580000000000003,Black Panther,5.1,11,BV,700100000.0,646900000.0,2018,2018-02-16,200000000.0,1348258224.0,"['Action', 'Animation']"
"[28, 12, 14, 878]",en,44.14,Black Panther,7.4,12365,BV,700100000.0,646900000.0,2018,2018-02-16,200000000.0,1348258224.0,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']"
"[28, 878, 12]",en,1.4469999999999998,X-Men: First Class,7.2,8211,Fox,146400000.0,207200000.0,2011,2011-06-03,160000000.0,355408305.0,"['Action', 'Science Fiction', 'Adventure']"
"[28, 35, 53]",ko,1.4,The Last Godfather,4.9,9,RAtt.,164000.0,16600000.0,2011,2011-04-01,13400000.0,164247.0,"['Action', 'Comedy', 'Thriller']"
"[27, 53]",en,1.125,The Forest,2.5,1,Focus,26600000.0,11000000.0,2016,2016-01-08,10000000.0,40749230.0,"['Horror', 'Thriller']"
"[27, 53, 9648]",en,10.068999999999999,The Forest,5.0,957,Focus,26600000.0,11000000.0,2016,2016-01-08,10000000.0,40749230.0,"['Horror', 'Thriller', 'Mystery']"
"[18, 27, 14]",th,1.255,The Forest,5.9,15,Focus,26600000.0,11000000.0,2016,2016-01-08,10000000.0,40749230.0,"['Drama', 'Horror', 'Fantasy']"
[35],en,0.725,Snatched,3.5,2,Fox,45900000.0,15000000.0,2017,2017-05-12,42000000.0,57852177.0,['Comedy']
"[28, 35]",en,10.92,Snatched,5.3,495,Fox,45900000.0,15000000.0,2017,2017-05-12,42000000.0,57852177.0,"['Action', 'Comedy']"
"[35, 18]",en,0.6,Nerve,10.0,1,LGF,38600000.0,46700000.0,2016,2016-07-27,20000000.0,70652284.0,"['Comedy', 'Drama']"
"[9648, 12, 80]",en,14.508,Nerve,7.1,4590,LGF,38600000.0,46700000.0,2016,2016-07-27,20000000.0,70652284.0,"['Mystery', 'Adventure', 'Crime']"
[18],hu,0.6,Vacation,7.0,1,WB (NL),58900000.0,46000000.0,2015,2015-07-29,31000000.0,102306500.0,['Drama']
[35],en,14.227,Vacation,6.2,1934,WB (NL),58900000.0,46000000.0,2015,2015-07-29,31000000.0,102306500.0,['Comedy']
"[18, 10751]",xx,0.6,The D Train,6.0,2,IFC,673000.0,102000.0,2015,2015-05-08,3000000.0,772366.0,"['Drama', 'Family']"
"[18, 35]",en,6.465,The D Train,4.6,125,IFC,673000.0,102000.0,2015,2015-05-08,3000000.0,772366.0,"['Drama', 'Comedy']"
[18],en,0.6,The Boy Next Door,5.7,6,Uni.,35400000.0,17000000.0,2015,2015-01-23,4000000.0,53401938.0,['Drama']
[53],en,7.062,The Boy Next Door,4.4,1382,Uni.,35400000.0,17000000.0,2015,2015-01-23,4000000.0,53401938.0,['Thriller']
[],en,0.6,Paranoia,4.5,2,Rela.,7400000.0,6400000.0,2013,2013-08-16,40000000.0,16340767.0,[]
"[18, 53]",en,7.6739999999999995,Paranoia,5.7,518,Rela.,7400000.0,6400000.0,2013,2013-08-16,40000000.0,16340767.0,"['Drama', 'Thriller']"
"[53, 27]",en,0.6,Paranoia,10.0,1,Rela.,7400000.0,6400000.0,2013,2013-08-16,40000000.0,16340767.0,"['Thriller', 'Horror']"
"[9648, 27]",en,0.6,Sinister,3.8,8,LG/S,48100000.0,29600000.0,2012,2012-10-12,3000000.0,87727807.0,"['Mystery', 'Horror']"
"[27, 53, 9648]",en,13.117,Sinister,6.8,2935,LG/S,48100000.0,29600000.0,2012,2012-10-12,3000000.0,87727807.0,"['Horror', 'Thriller', 'Mystery']"
"[12, 14, 28]",en,26.939,The Hobbit: An Unexpected Journey,7.2,12076,WB (NL),303000000.0,718100000.0,2012,2012-12-14,250000000.0,1017003568.0,"['Adventure', 'Fantasy', 'Action']"
"[28, 80, 18, 53]",en,26.22,The Dark Knight Rises,7.7,13933,WB,448100000.0,636800000.0,2012,2012-07-20,275000000.0,1084439099.0,"['Action', 'Crime', 'Drama', 'Thriller']"
"[878, 12, 9648]",en,24.98,Prometheus,6.4,7384,Fox,126500000.0,276900000.0,2012,2012-06-08,125000000.0,402448265.0,"['Science Fiction', 'Adventure', 'Mystery']"
"[28, 12, 14]",en,24.391,The Amazing Spider-Man,6.5,10411,Sony,262000000.0,495900000.0,2012,2012-07-03,220000000.0,757890267.0,"['Action', 'Adventure', 'Fantasy']"
"[10751, 16, 35, 12]",en,22.967,Wreck-It Ralph,7.3,7780,BV,189400000.0,281800000.0,2012,2012-11-02,165000000.0,496511521.0,"['Family', 'Animation', 'Comedy', 'Adventure']"
"[53, 28, 12, 878]",en,21.741999999999997,Battleship,5.6,3240,Uni.,65400000.0,237600000.0,2012,2012-05-18,220000000.0,313477717.0,"['Thriller', 'Action', 'Adventure', 'Science Fiction']"
"[18, 37]",en,21.26,Django Unchained,8.0,15725,Wein.,162800000.0,262600000.0,2012,2012-12-25,100000000.0,449948323.0,"['Drama', 'Western']"
"[12, 14, 18]",en,21.233,Snow White and the Huntsman,5.9,5258,Uni.,155300000.0,241300000.0,2012,2012-06-01,170000000.0,401021746.0,"['Adventure', 'Fantasy', 'Drama']"
"[28, 12, 53]",en,19.27,Skyfall,7.1,10441,Sony,304400000.0,804200000.0,2012,2012-11-08,200000000.0,1110526981.0,"['Action', 'Adventure', 'Thriller']"
"[16, 10751, 35]",en,18.705,Madagascar 3: Europe's Most Wanted,6.5,3380,P/DW,216400000.0,530500000.0,2012,2012-06-08,145000000.0,746921271.0,"['Animation', 'Family', 'Comedy']"
"[28, 12, 878]",en,18.549,John Carter,6.1,3338,BV,73100000.0,211100000.0,2012,2012-03-09,275000000.0,282778100.0,"['Action', 'Adventure', 'Science Fiction']"
"[80, 18, 53, 28]",en,18.312,Jack Reacher,6.4,4155,Par.,80100000.0,138300000.0,2012,2012-12-21,60000000.0,217370736.0,"['Crime', 'Drama', 'Thriller', 'Action']"
"[28, 53]",en,18.05,The Bourne Legacy,6.1,3630,Uni.,113200000.0,162900000.0,2012,2012-08-10,125000000.0,280355920.0,"['Action', 'Thriller']"
"[16, 35, 12, 10751]",en,17.537,Ice Age: Continental Drift,6.3,4598,Fox,161300000.0,715900000.0,2012,2012-07-13,95000000.0,879765137.0,"['Animation', 'Comedy', 'Adventure', 'Family']"
"[28, 12, 53]",en,17.215999999999998,The Expendables 2,6.2,4219,LGF,85000000.0,229900000.0,2012,2012-08-17,100000000.0,311979256.0,"['Action', 'Adventure', 'Thriller']"
[35],en,17.199,American Reunion,6.2,2679,Uni.,57000000.0,178000000.0,2012,2012-04-06,50000000.0,236799211.0,['Comedy']
"[28, 53, 878]",en,16.779,Looper,6.8,6723,TriS,66500000.0,110000000.0,2012,2012-09-28,30000000.0,170466405.0,"['Action', 'Thriller', 'Science Fiction']"
